Name,Condition,Severity,Target scope,Target resource type,Signal type,Status
Critical-Failed to upload MRO Result certificate file to processed folder,Table rows >= 20 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Failed to upload MRO Result certificate file to processed folder,Table rows >= 20 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Failed to upload MRO Result certificate file to processed folder,Table rows >= 20 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Failed to upload MRO Result certificate file to processed folder,Table rows >= 20 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Failed to upload MRO Result certificate file to processed folder,Table rows >= 20 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Failed to upload MRO Result certificate file to processed folder,Table rows >= 20 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Failed to upload MRO Result file to processed folder,Table rows >= 20 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Failed to upload MRO Result file to processed folder,Table rows >= 20 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Failed to upload MRO Result file to processed folder,Table rows >= 20 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Failed to upload MRO Result file to processed folder,Table rows >= 20 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Failed to upload MRO Result file to processed folder,Table rows >= 20 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Failed to upload MRO Result file to processed folder,Table rows >= 20 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Identity Service Error - 5xx error threshold breached,Table rows >= 25 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Identity Service Error - 5xx error threshold breached,Table rows >= 25 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Identity Service Error - 5xx error threshold breached,Table rows >= 25 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Identity Service Error - 5xx error threshold breached,Table rows >= 25 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Identity Service Error - 5xx error threshold breached,Table rows >= 25 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Identity Service Error - 5xx error threshold breached,Table rows >= 25 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Invalid FileResult - 5xx error threshold breached,Table rows >= 50 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Invalid FileResult - 5xx error threshold breached,Table rows >= 50 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Invalid FileResult - 5xx error threshold breached,Table rows >= 50 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Invalid FileResult - 5xx error threshold breached,Table rows >= 50 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Invalid FileResult - 5xx error threshold breached,Table rows >= 50 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Invalid FileResult - 5xx error threshold breached,Table rows >= 50 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-MRO Pending Result Received Trigger Failed,Table rows >= 10 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-MRO Pending Result Received Trigger Failed,Table rows >= 10 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-MRO Pending Result Received Trigger Failed,Table rows >= 10 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-MRO Pending Result Received Trigger Failed,Table rows >= 10 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-MRO Pending Result Received Trigger Failed,Table rows >= 10 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-MRO Pending Result Received Trigger Failed,Table rows >= 10 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-MRO Result Received Trigger Failed,Table rows >= 10 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-MRO Result Received Trigger Failed,Table rows >= 10 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-MRO Result Received Trigger Failed,Table rows >= 10 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-MRO Result Received Trigger Failed,Table rows >= 10 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-MRO Result Received Trigger Failed,Table rows >= 10 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-MRO Result Received Trigger Failed,Table rows >= 10 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Non-Reportable Result Received Trigger failed,Table rows >= 10 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Non-Reportable Result Received Trigger failed,Table rows >= 10 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Non-Reportable Result Received Trigger failed,Table rows >= 10 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Non-Reportable Result Received Trigger failed,Table rows >= 10 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Non-Reportable Result Received Trigger failed,Table rows >= 10 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Non-Reportable Result Received Trigger failed,Table rows >= 10 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Persist Lab Form Failed,Table rows >= 10 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Persist Lab Form Failed,Table rows >= 10 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Persist Lab Form Failed,Table rows >= 10 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Persist Lab Form Failed,Table rows >= 10 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Persist Lab Form Failed,Table rows >= 10 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Persist Lab Form Failed,Table rows >= 10 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Generation Failed - 5xx error threshold breached,Table rows >= 75 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Generation Failed - 5xx error threshold breached,Table rows >= 75 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Generation Failed - 5xx error threshold breached,Table rows >= 75 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Generation Failed - 5xx error threshold breached,Table rows >= 75 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Generation Failed - 5xx error threshold breached,Table rows >= 75 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Generation Failed - 5xx error threshold breached,Table rows >= 75 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Service Failed To Get Data - 5xx error threshold breached,Table rows >= 50 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Service Failed To Get Data - 5xx error threshold breached,Table rows >= 50 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Service Failed To Get Data - 5xx error threshold breached,Table rows >= 50 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Service Failed To Get Data - 5xx error threshold breached,Table rows >= 50 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Service Failed To Get Data - 5xx error threshold breached,Table rows >= 50 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Service Failed To Get Data - 5xx error threshold breached,Table rows >= 50 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Validation Failed - 5xx error threshold breached,Table rows >= 50 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Validation Failed - 5xx error threshold breached,Table rows >= 50 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Validation Failed - 5xx error threshold breached,Table rows >= 50 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Validation Failed - 5xx error threshold breached,Table rows >= 50 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Validation Failed - 5xx error threshold breached,Table rows >= 50 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Report Validation Failed - 5xx error threshold breached,Table rows >= 50 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Safety Letter Received Trigger Failed,Table rows >= 10 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Safety Letter Received Trigger Failed,Table rows >= 10 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Safety Letter Received Trigger Failed,Table rows >= 10 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Safety Letter Received Trigger Failed,Table rows >= 10 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Safety Letter Received Trigger Failed,Table rows >= 10 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Safety Letter Received Trigger Failed,Table rows >= 10 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Search Test Result - 4xx error threshold breached,Table rows >= 100 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Search Test Result - 4xx error threshold breached,Table rows >= 100 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Search Test Result - 4xx error threshold breached,Table rows >= 100 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Search Test Result - 4xx error threshold breached,Table rows >= 100 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Search Test Result - 4xx error threshold breached,Table rows >= 100 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Search Test Result - 4xx error threshold breached,Table rows >= 100 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Search Test Result - 5xx error threshold breached,Table rows >= 100 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Search Test Result - 5xx error threshold breached,Table rows >= 100 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Search Test Result - 5xx error threshold breached,Table rows >= 100 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Search Test Result - 5xx error threshold breached,Table rows >= 100 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Search Test Result - 5xx error threshold breached,Table rows >= 100 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Search Test Result - 5xx error threshold breached,Table rows >= 100 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Test Result Certificate Report Processor failed,Table rows >= 10 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Test Result Certificate Report Processor failed,Table rows >= 10 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Test Result Certificate Report Processor failed,Table rows >= 10 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Test Result Certificate Report Processor failed,Table rows >= 10 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Test Result Certificate Report Processor failed,Table rows >= 10 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-Test Result Certificate Report Processor failed,Table rows >= 10 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultPersistedAfterProcessCompleted Function Failed,Table rows >= 100 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultPersistedAfterProcessCompleted Function Failed,Table rows >= 100 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultPersistedAfterProcessCompleted Function Failed,Table rows >= 100 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultPersistedAfterProcessCompleted Function Failed,Table rows >= 100 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultPersistedAfterProcessCompleted Function Failed,Table rows >= 100 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultPersistedAfterProcessCompleted Function Failed,Table rows >= 100 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultProcessCompleted Event Function Failed,Table rows >= 100 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultProcessCompleted Event Function Failed,Table rows >= 100 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultProcessCompleted Event Function Failed,Table rows >= 100 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultProcessCompleted Event Function Failed,Table rows >= 100 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultProcessCompleted Event Function Failed,Table rows >= 100 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultProcessCompleted Event Function Failed,Table rows >= 100 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultProcessRequest Event Function Failed,Table rows >= 100 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultProcessRequest Event Function Failed,Table rows >= 100 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultProcessRequest Event Function Failed,Table rows >= 100 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultProcessRequest Event Function Failed,Table rows >= 100 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultProcessRequest Event Function Failed,Table rows >= 100 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-TestResultProcessRequest Event Function Failed,Table rows >= 100 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-ULR Processor Failed,Table rows >= 10 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-ULR Processor Failed,Table rows >= 10 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-ULR Processor Failed,Table rows >= 10 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-ULR Processor Failed,Table rows >= 10 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-ULR Processor Failed,Table rows >= 10 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-ULR Processor Failed,Table rows >= 10 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-View Test Result - 4xx error threshold breached,Table rows >= 100 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-View Test Result - 4xx error threshold breached,Table rows >= 100 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-View Test Result - 4xx error threshold breached,Table rows >= 100 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-View Test Result - 4xx error threshold breached,Table rows >= 100 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-View Test Result - 4xx error threshold breached,Table rows >= 100 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-View Test Result - 4xx error threshold breached,Table rows >= 100 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-View Test Result - 5xx error threshold breached,Table rows >= 100 ,Sev0,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-View Test Result - 5xx error threshold breached,Table rows >= 100 ,Sev0,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-View Test Result - 5xx error threshold breached,Table rows >= 100 ,Sev0,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-View Test Result - 5xx error threshold breached,Table rows >= 100 ,Sev0,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-View Test Result - 5xx error threshold breached,Table rows >= 100 ,Sev0,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
Critical-View Test Result - 5xx error threshold breached,Table rows >= 100 ,Sev0,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL File Converter - Failed to transform or map the file to PULR,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL File Converter - Failed to transform or map the file to PULR,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL File Converter - Failed to transform or map the file to PULR,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - AccessionCode is Missing from idx file,Table rows >= 1 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - AccessionCode is Missing from idx file,Table rows >= 1 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - AccessionCode is Missing from idx file,Table rows >= 1 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - AccessionCode is Missing from idx file,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - AccessionCode is Missing from idx file,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - AccessionCode is Missing from idx file,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - AccessionCode is missing from Result File,Table rows >= 1 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - AccessionCode is missing from Result File,Table rows >= 1 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - AccessionCode is missing from Result File,Table rows >= 1 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - AccessionCode is missing from Result File,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - AccessionCode is missing from Result File,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - AccessionCode is missing from Result File,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Failed to connect to SFTP,Table rows >= 1 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Failed to connect to SFTP,Table rows >= 1 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Failed to connect to SFTP,Table rows >= 1 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Failed to connect to SFTP,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Failed to connect to SFTP,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Failed to connect to SFTP,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Form File Exceeded the Size Limits,Table rows >= 1 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Form File Exceeded the Size Limits,Table rows >= 1 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Form File Exceeded the Size Limits,Table rows >= 1 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Form File Exceeded the Size Limits,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Form File Exceeded the Size Limits,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Form File Exceeded the Size Limits,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Form name is Missing from idx file,Table rows >= 1 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Form name is Missing from idx file,Table rows >= 1 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Form name is Missing from idx file,Table rows >= 1 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Form name is Missing from idx file,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Form name is Missing from idx file,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Form name is Missing from idx file,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Idx File Exceeded the Size Limits,Table rows >= 1 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Idx File Exceeded the Size Limits,Table rows >= 1 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Idx File Exceeded the Size Limits,Table rows >= 1 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Idx File Exceeded the Size Limits,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Idx File Exceeded the Size Limits,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Idx File Exceeded the Size Limits,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Invalid Result File,Table rows >= 1 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Invalid Result File,Table rows >= 1 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Invalid Result File,Table rows >= 1 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Invalid Result File,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Invalid Result File,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Invalid Result File,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Result File Exceeded the Size Limits,Table rows >= 1 ,Sev1,prestage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Result File Exceeded the Size Limits,Table rows >= 1 ,Sev1,prod-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Result File Exceeded the Size Limits,Table rows >= 1 ,Sev1,stage-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Result File Exceeded the Size Limits,Table rows >= 1 ,Sev1,dev-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Result File Exceeded the Size Limits,Table rows >= 1 ,Sev1,pf-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
CRL Lab Integration - Result File Exceeded the Size Limits,Table rows >= 1 ,Sev1,qa-dps-app-insights,Application Insights,microsoft.insights/scheduledqueryrules,Enabled
